#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 05 25 12 00  40 12.4 13.5 99.00 99.00 99.00 999 1008.4   7.7 999.0   7.4 99.0 99.00
2015 05 25 13 00  37 12.7 13.6 99.00 99.00 99.00 999 1007.7   7.3 999.0   7.1 99.0 99.00
2015 05 25 14 00  38 13.4 14.8 99.00 99.00 99.00 999 1006.8   6.9 999.0   6.7 99.0 99.00
2015 05 25 15 00  49 13.2 14.7 99.00 99.00 99.00 999 1006.2   7.3 999.0   7.0 99.0 99.00
2015 05 25 16 00  60 12.0 13.1 99.00 99.00 99.00 999 1005.8   7.0 999.0   6.7 99.0 99.00
2015 05 25 17 00  59 11.9 13.6 99.00 99.00 99.00 999 1005.6   6.5 999.0   6.2 99.0 99.00
2015 05 25 18 00  56  9.0  9.8 99.00 99.00 99.00 999 1005.7   6.0 999.0   5.7 99.0 99.00
2015 05 25 19 00  68  5.5  6.7 99.00 99.00 99.00 999 1005.8   5.9 999.0   5.7 99.0 99.00
2015 05 25 20 00  87  5.3  6.4 99.00 99.00 99.00 999 1006.4   5.5 999.0   5.3 99.0 99.00
2015 05 25 21 00  67  3.4  3.9 99.00 99.00 99.00 999 1007.0   5.3 999.0   5.1 99.0 99.00
2015 05 25 22 00  48  4.7  5.3 99.00 99.00 99.00 999 1007.1   5.5 999.0   5.2 99.0 99.00
2015 05 25 23 00  65  4.5  5.0 99.00 99.00 99.00 999 1007.6   5.8 999.0   5.5 99.0 99.00
2015 05 26 00 00 100  2.6  2.9 99.00 99.00 99.00 999 1007.8   5.9 999.0   5.7 99.0 99.00
2015 05 26 01 00  50  0.9  1.3 99.00 99.00 99.00 999 1007.5   5.9 999.0   5.7 99.0 99.00
2015 05 26 02 00  23  0.1  0.6 99.00 99.00 99.00 999 1008.1   5.8 999.0   5.5 99.0 99.00
2015 05 26 03 00 336  2.1  2.3 99.00 99.00 99.00 999 1008.6   5.3 999.0   5.1 99.0 99.00
2015 05 26 04 00 306  3.0  3.2 99.00 99.00 99.00 999 1009.1   5.8 999.0   5.6 99.0 99.00
2015 05 26 05 00 341  2.9  3.3 99.00 99.00 99.00 999 1009.5   6.8 999.0   6.5 99.0 99.00
2015 05 26 06 00 245  1.4  2.1 99.00 99.00 99.00 999 1009.8   7.0 999.0   6.7 99.0 99.00
2015 05 26 07 00 294  2.1  2.4 99.00 99.00 99.00 999 1009.7   8.0 999.0   7.7 99.0 99.00
2015 05 26 08 00 254  2.4  2.7 99.00 99.00 99.00 999 1010.1   6.7 999.0   6.4 99.0 99.00
2015 05 26 09 00 272  0.8  1.2 99.00 99.00 99.00 999 1010.0   9.1 999.0   8.6 99.0 99.00
2015 05 26 10 00 268  2.7  2.9 99.00 99.00 99.00 999 1010.4   7.9 999.0   7.6 99.0 99.00
2015 05 26 11 00 237  2.7  2.9 99.00 99.00 99.00 999 1010.9   7.1 999.0   7.1 99.0 99.00
2015 05 26 12 00 249  3.2  3.7 99.00 99.00 99.00 999 1011.5   6.5 999.0   6.3 99.0 99.00
2015 05 26 13 00 257  2.6  2.9 99.00 99.00 99.00 999 1011.7   6.6 999.0   6.5 99.0 99.00
2015 05 26 14 00 206  2.5  2.7 99.00 99.00 99.00 999 1011.9   8.2 999.0   8.1 99.0 99.00
2015 05 26 15 00 216  2.2  2.9 99.00 99.00 99.00 999 1012.0   8.7 999.0   8.7 99.0 99.00
2015 05 26 16 00 245  0.1  0.3 99.00 99.00 99.00 999 1012.4  10.2 999.0  10.2 99.0 99.00
2015 05 26 17 00 116  1.1  1.4 99.00 99.00 99.00 999 1011.8  12.0 999.0  12.0 99.0 99.00
2015 05 26 18 00 350  2.5  3.5 99.00 99.00 99.00 999 1011.7  10.3 999.0 999.0 99.0 99.00
2015 05 26 19 00 341  2.9  3.2 99.00 99.00 99.00 999 1011.1   8.9 999.0   8.8 99.0 99.00
2015 05 26 20 00  25  3.6  4.0 99.00 99.00 99.00 999 1010.7   8.3 999.0   8.3 99.0 99.00
2015 05 26 21 00  74  2.1  2.9 99.00 99.00 99.00 999 1010.3   6.6 999.0   6.5 99.0 99.00
2015 05 26 22 00  39  2.1  2.4 99.00 99.00 99.00 999 1009.6   6.6 999.0   6.4 99.0 99.00
2015 05 26 23 00 347  3.4  4.0 99.00 99.00 99.00 999 1009.4   6.4 999.0   6.2 99.0 99.00
2015 05 27 00 00 345  5.0  5.5 99.00 99.00 99.00 999 1008.9   7.5 999.0   7.3 99.0 99.00
2015 05 27 01 00  31  3.1  5.1 99.00 99.00 99.00 999 1008.5   8.6 999.0   8.3 99.0 99.00
2015 05 27 02 00 313  1.5  1.9 99.00 99.00 99.00 999 1008.1   8.5 999.0   8.3 99.0 99.00
2015 05 27 03 00 241  0.8  1.4 99.00 99.00 99.00 999 1008.5   8.7 999.0   8.6 99.0 99.00
2015 05 27 04 00 289  1.9  2.5 99.00 99.00 99.00 999 1008.6   9.9 999.0   9.5 99.0 99.00
2015 05 27 05 00 257  5.0  5.3 99.00 99.00 99.00 999 1008.6   8.8 999.0   8.6 99.0 99.00
2015 05 27 06 00 248  4.8  5.3 99.00 99.00 99.00 999 1008.2   7.2 999.0   6.9 99.0 99.00
2015 05 27 07 00 238  6.1  6.6 99.00 99.00 99.00 999 1007.9   8.0 999.0   7.7 99.0 99.00
2015 05 27 08 00 237  6.1  6.4 99.00 99.00 99.00 999 1007.9   8.2 999.0   7.8 99.0 99.00
2015 05 27 09 00 230  6.9  7.7 99.00 99.00 99.00 999 1007.9   8.9 999.0   8.6 99.0 99.00
2015 05 27 10 00 234  8.2  8.9 99.00 99.00 99.00 999 1008.0  10.1 999.0   9.6 99.0 99.00
2015 05 27 11 00 225  7.6  8.2 99.00 99.00 99.00 999 1008.3  10.2 999.0   9.9 99.0 99.00
2015 05 27 12 00 239  7.8  8.9 99.00 99.00 99.00 999 1008.8  11.2 999.0  10.9 99.0 99.00
2015 05 27 13 00 239  9.5 10.1 99.00 99.00 99.00 999 1008.8  12.3 999.0  10.4 99.0 99.00
2015 05 27 14 00 232  7.9  8.9 99.00 99.00 99.00 999 1009.4  12.9 999.0  10.8 99.0 99.00
2015 05 27 15 00 232  7.4  8.2 99.00 99.00 99.00 999 1009.6  13.2 999.0  11.1 99.0 99.00
2015 05 27 16 00 245  6.4  7.3 99.00 99.00 99.00 999 1010.0  11.8 999.0  10.8 99.0 99.00
2015 05 27 17 00 223  5.3  6.4 99.00 99.00 99.00 999 1010.3  12.4 999.0  10.4 99.0 99.00
2015 05 27 18 00 233  6.3  8.3 99.00 99.00 99.00 999 1010.4  15.7 999.0  11.5 99.0 99.00
2015 05 27 19 00 228  5.4  6.9 99.00 99.00 99.00 999 1010.8  15.9 999.0  11.4 99.0 99.00
2015 05 27 20 00 241  8.6 10.3 99.00 99.00 99.00 999 1011.1  17.3 999.0  10.0 99.0 99.00
2015 05 27 21 00 236  6.3  7.5 99.00 99.00 99.00 999 1011.3  19.7 999.0  10.8 99.0 99.00
2015 05 27 22 00 188  1.1  1.5 99.00 99.00 99.00 999 1011.7  23.1 999.0   6.4 99.0 99.00
2015 05 27 23 00 213  4.7  5.6 99.00 99.00 99.00 999 1011.8  21.7 999.0   9.6 99.0 99.00
2015 05 28 00 00 218  3.4  3.9 99.00 99.00 99.00 999 1012.6  19.9 999.0   9.2 99.0 99.00
2015 05 28 01 00  99  2.2  2.3 99.00 99.00 99.00 999 1013.5  19.8 999.0   9.3 99.0 99.00
2015 05 28 02 00  50  4.3  5.6 99.00 99.00 99.00 999 1015.1  15.2 999.0   8.7 99.0 99.00
2015 05 28 03 00  76  8.2  8.9 99.00 99.00 99.00 999 1016.5 999.0 999.0 999.0 99.0 99.00
2015 05 28 04 00  99  9.0  9.4 99.00 99.00 99.00 999 1017.3  11.9 999.0   7.7 99.0 99.00
2015 05 28 05 00  86  7.9  8.3 99.00 99.00 99.00 999 1018.3  10.9 999.0   7.3 99.0 99.00
2015 05 28 06 00  52  6.7  7.5 99.00 99.00 99.00 999 1019.3   8.3 999.0   5.9 99.0 99.00
2015 05 28 07 00  63  7.5  8.1 99.00 99.00 99.00 999 1019.8   7.0 999.0   5.7 99.0 99.00
2015 05 28 08 00  64  8.4  9.8 99.00 99.00 99.00 999 1019.9   6.0 999.0   5.6 99.0 99.00
2015 05 28 09 00  64  7.7  9.3 99.00 99.00 99.00 999 1020.6   5.6 999.0   5.3 99.0 99.00
2015 05 28 10 00  63  7.6  9.4 99.00 99.00 99.00 999 1020.8   5.1 999.0   4.8 99.0 99.00
2015 05 28 11 00  65  7.9  9.1 99.00 99.00 99.00 999 1021.1   4.9 999.0   4.7 99.0 99.00
2015 05 28 12 00  66  7.5  8.3 99.00 99.00 99.00 999 1021.4   4.8 999.0   4.7 99.0 99.00
2015 05 28 13 00  61  7.7  8.5 99.00 99.00 99.00 999 1021.4   4.4 999.0   4.3 99.0 99.00
2015 05 28 14 00  61  7.9  8.8 99.00 99.00 99.00 999 1021.6   4.4 999.0   4.3 99.0 99.00
2015 05 28 15 00  61  8.1  9.0 99.00 99.00 99.00 999 1021.0   4.4 999.0   4.3 99.0 99.00
2015 05 28 16 00  63  7.6  8.6 99.00 99.00 99.00 999 1020.8   4.6 999.0   4.5 99.0 99.00
2015 05 28 17 00  61  8.9  9.5 99.00 99.00 99.00 999 1020.0   4.7 999.0   4.6 99.0 99.00
2015 05 28 18 00  45  5.2  6.2 99.00 99.00 99.00 999 1020.2   4.6 999.0   4.6 99.0 99.00
2015 05 28 19 00  41  6.7  7.3 99.00 99.00 99.00 999 1019.2   4.6 999.0   4.5 99.0 99.00
2015 05 28 20 00  42  6.8  8.0 99.00 99.00 99.00 999 1018.6   4.4 999.0   4.4 99.0 99.00
2015 05 28 21 00  79  5.7  6.6 99.00 99.00 99.00 999 1018.4   4.3 999.0   4.2 99.0 99.00
2015 05 28 22 00  58  6.4  6.9 99.00 99.00 99.00 999 1017.6   4.2 999.0   4.2 99.0 99.00
2015 05 28 23 00  56  4.4  4.9 99.00 99.00 99.00 999 1016.5   4.1 999.0   3.9 99.0 99.00
2015 05 29 00 00  50  5.1  5.7 99.00 99.00 99.00 999 1015.7   4.1 999.0   3.9 99.0 99.00
2015 05 29 01 00  60  5.6  6.0 99.00 99.00 99.00 999 1015.0   4.1 999.0   3.9 99.0 99.00
2015 05 29 02 00  36  3.2  4.0 99.00 99.00 99.00 999 1015.0   4.2 999.0   3.8 99.0 99.00
2015 05 29 03 00  18  2.5  3.0 99.00 99.00 99.00 999 1015.7   4.5 999.0   4.1 99.0 99.00
2015 05 29 04 00  93  1.1  1.4 99.00 99.00 99.00 999 1015.4   4.7 999.0   4.4 99.0 99.00
2015 05 29 05 00   0  0.0  0.0 99.00 99.00 99.00 999 1014.8   5.0 999.0   4.6 99.0 99.00
2015 05 29 06 00  16  1.2  1.5 99.00 99.00 99.00 999 1014.5   5.1 999.0   4.8 99.0 99.00
2015 05 29 07 00  41  1.0  1.2 99.00 99.00 99.00 999 1013.6   4.8 999.0   4.4 99.0 99.00
2015 05 29 08 00  48  1.2  1.4 99.00 99.00 99.00 999 1013.0   5.0 999.0   4.7 99.0 99.00
2015 05 29 09 00  38  0.7  1.2 99.00 99.00 99.00 999 1012.7   4.7 999.0   4.4 99.0 99.00
2015 05 29 10 00   0  0.0  0.0 99.00 99.00 99.00 999 1012.8   4.9 999.0   4.6 99.0 99.00
2015 05 29 11 00 168  0.8  1.2 99.00 99.00 99.00 999 1012.4   5.9 999.0   5.5 99.0 99.00
2015 05 29 12 00 322  3.0  3.6 99.00 99.00 99.00 999 1012.5   6.0 999.0   5.8 99.0 99.00
2015 05 29 13 00  32  1.6  1.8 99.00 99.00 99.00 999 1011.9   5.9 999.0   5.6 99.0 99.00
2015 05 29 14 00  56  1.4  1.5 99.00 99.00 99.00 999 1012.0   6.2 999.0   5.7 99.0 99.00
2015 05 29 15 00 220  0.1  0.3 99.00 99.00 99.00 999 1011.8   8.0 999.0   7.9 99.0 99.00
2015 05 29 16 00 276  2.9  3.1 99.00 99.00 99.00 999 1012.4   5.7 999.0   5.5 99.0 99.00
2015 05 29 17 00 200  4.6  5.5 99.00 99.00 99.00 999 1011.9   8.5 999.0   7.8 99.0 99.00
2015 05 29 18 00 255  3.2  4.4 99.00 99.00 99.00 999 1012.2   8.9 999.0   8.6 99.0 99.00
2015 05 29 19 00 239  4.8  5.5 99.00 99.00 99.00 999 1012.6   7.4 999.0   7.3 99.0 99.00
2015 05 29 20 00 260  6.1  6.6 99.00 99.00 99.00 999 1013.0   8.2 999.0   8.0 99.0 99.00
2015 05 29 21 00 322  7.8  9.0 99.00 99.00 99.00 999 1013.0  12.9 999.0  11.9 99.0 99.00
2015 05 29 22 00 338  9.5  9.7 99.00 99.00 99.00 999 1013.7  14.1 999.0  12.5 99.0 99.00
2015 05 29 23 00  54  5.1  5.4 99.00 99.00 99.00 999 1014.5  14.7 999.0  13.0 99.0 99.00
2015 05 30 00 00 329  6.9  7.3 99.00 99.00 99.00 999 1015.2  10.5 999.0  10.5 99.0 99.00
2015 05 30 01 00 330 11.5 12.1 99.00 99.00 99.00 999 1015.7  10.5 999.0   9.7 99.0 99.00
2015 05 30 02 00 331 10.7 11.2 99.00 99.00 99.00 999 1016.2  10.5 999.0   8.8 99.0 99.00
2015 05 30 03 00 329  9.9 10.2 99.00 99.00 99.00 999 1017.1   9.5 999.0   7.9 99.0 99.00
2015 05 30 04 00 326  7.8  8.3 99.00 99.00 99.00 999 1017.7   8.7 999.0   7.5 99.0 99.00
2015 05 30 05 00 323  6.5  6.9 99.00 99.00 99.00 999 1018.5   8.7 999.0   6.7 99.0 99.00
2015 05 30 06 00 310  4.5  5.2 99.00 99.00 99.00 999 1018.8   8.2 999.0   6.3 99.0 99.00
2015 05 30 07 00 317  4.9  5.7 99.00 99.00 99.00 999 1019.3   7.9 999.0   5.7 99.0 99.00
2015 05 30 08 00 312  4.6  5.3 99.00 99.00 99.00 999 1019.7   7.3 999.0   5.3 99.0 99.00
2015 05 30 09 00 351  6.2  7.1 99.00 99.00 99.00 999 1020.3   7.5 999.0   4.9 99.0 99.00
2015 05 30 10 00 346  5.8  6.6 99.00 99.00 99.00 999 1021.3   6.9 999.0   4.8 99.0 99.00
2015 05 30 11 00  10  9.3 10.6 99.00 99.00 99.00 999 1022.3   7.2 999.0   3.3 99.0 99.00
2015 05 30 12 00  21  6.7  7.7 99.00 99.00 99.00 999 1023.7   6.6 999.0   3.0 99.0 99.00
2015 05 30 13 00   7  3.8  4.2 99.00 99.00 99.00 999 1024.8   5.7 999.0   3.6 99.0 99.00
2015 05 30 14 00   7  6.2  6.9 99.00 99.00 99.00 999 1025.4   5.4 999.0   3.1 99.0 99.00
2015 05 30 15 00  26  3.8  4.2 99.00 99.00 99.00 999 1026.2   5.2 999.0   3.6 99.0 99.00
2015 05 30 16 00  38  3.3  3.8 99.00 99.00 99.00 999 1026.9   5.5 999.0   2.5 99.0 99.00
2015 05 30 17 00  47  3.5  3.9 99.00 99.00 99.00 999 1027.4   5.7 999.0   2.0 99.0 99.00
2015 05 30 18 00  80  2.8  3.1 99.00 99.00 99.00 999 1027.3   6.1 999.0   1.3 99.0 99.00
2015 05 30 19 00 106  4.6  4.9 99.00 99.00 99.00 999 1027.1   5.8 999.0   2.2 99.0 99.00
2015 05 30 20 00 125  6.5  7.5 99.00 99.00 99.00 999 1027.5   6.8 999.0   1.5 99.0 99.00
2015 05 30 21 00 116  5.5  7.2 99.00 99.00 99.00 999 1027.7   6.4 999.0   0.9 99.0 99.00
2015 05 30 22 00 123  5.9  6.9 99.00 99.00 99.00 999 1027.6   6.6 999.0   0.9 99.0 99.00
2015 05 30 23 00 106  4.6  5.0 99.00 99.00 99.00 999 1027.5   6.5 999.0   2.1 99.0 99.00
2015 05 31 00 00 107  5.7  6.1 99.00 99.00 99.00 999 1027.8   6.3 999.0   1.1 99.0 99.00
2015 05 31 01 00 112  3.5  4.4 99.00 99.00 99.00 999 1028.0   6.5 999.0   0.1 99.0 99.00
2015 05 31 02 00 105  4.1  4.6 99.00 99.00 99.00 999 1028.3   5.9 999.0   0.9 99.0 99.00
2015 05 31 03 00  82  5.1  5.4 99.00 99.00 99.00 999 1028.8   5.7 999.0   0.1 99.0 99.00
2015 05 31 04 00  87  3.9  4.2 99.00 99.00 99.00 999 1029.0   5.5 999.0   0.6 99.0 99.00
2015 05 31 05 00  56  4.0  4.4 99.00 99.00 99.00 999 1029.1   5.3 999.0   1.0 99.0 99.00
2015 05 31 06 00  40  4.2  5.0 99.00 99.00 99.00 999 1029.6   4.9 999.0   1.8 99.0 99.00
2015 05 31 07 00  35  4.8  5.2 99.00 99.00 99.00 999 1029.8   4.8 999.0   2.3 99.0 99.00
2015 05 31 08 00  38  6.6  7.0 99.00 99.00 99.00 999 1029.7   4.3 999.0   2.3 99.0 99.00
2015 05 31 09 00  34  6.2  6.8 99.00 99.00 99.00 999 1029.6   4.5 999.0   2.3 99.0 99.00
2015 05 31 10 00  35  6.3  6.9 99.00 99.00 99.00 999 1030.0   5.2 999.0   1.1 99.0 99.00
2015 05 31 11 00  39  5.7  6.1 99.00 99.00 99.00 999 1030.6   5.2 999.0   1.2 99.0 99.00
2015 05 31 12 00  50  6.1  6.8 99.00 99.00 99.00 999 1031.1   5.0 999.0   1.6 99.0 99.00
2015 05 31 13 00  74  6.0  6.5 99.00 99.00 99.00 999 1031.0   4.4 999.0   3.0 99.0 99.00
2015 05 31 14 00  87  7.2  7.6 99.00 99.00 99.00 999 1031.1   4.4 999.0   3.2 99.0 99.00
2015 05 31 15 00  73  6.3  6.9 99.00 99.00 99.00 999 1031.0   4.4 999.0   3.5 99.0 99.00
2015 05 31 16 00  72  7.5  8.2 99.00 99.00 99.00 999 1030.9   4.3 999.0   3.4 99.0 99.00
2015 05 31 17 00  70  6.9  7.9 99.00 99.00 99.00 999 1030.8   4.6 999.0   3.8 99.0 99.00
2015 05 31 18 00  67  7.9  8.6 99.00 99.00 99.00 999 1030.5   4.6 999.0   3.5 99.0 99.00
2015 05 31 19 00  46  8.4  9.3 99.00 99.00 99.00 999 1030.2   4.6 999.0   3.1 99.0 99.00
2015 05 31 20 00  44  7.1  7.9 99.00 99.00 99.00 999 1029.9   4.8 999.0   3.1 99.0 99.00
2015 05 31 21 00  52  8.3  9.3 99.00 99.00 99.00 999 1029.3   4.6 999.0   2.1 99.0 99.00
2015 05 31 22 00  47  8.0  8.5 99.00 99.00 99.00 999 1029.0   4.9 999.0   1.2 99.0 99.00
2015 05 31 23 00  59  9.6 10.5 99.00 99.00 99.00 999 1028.1   4.6 999.0   0.4 99.0 99.00
2015 06 01 00 00  71  7.7  9.3 99.00 99.00 99.00 999 1028.1   4.7 999.0   0.7 99.0 99.00
2015 06 01 01 00  84  6.1  6.5 99.00 99.00 99.00 999 1028.3   4.7 999.0   1.0 99.0 99.00
2015 06 01 02 00  85  5.7  6.1 99.00 99.00 99.00 999 1028.2   4.7 999.0   0.5 99.0 99.00
2015 06 01 03 00  86  5.4  6.2 99.00 99.00 99.00 999 1028.5   5.0 999.0   1.0 99.0 99.00
2015 06 01 04 00  78  4.6  5.3 99.00 99.00 99.00 999 1028.2   5.3 999.0   1.0 99.0 99.00
2015 06 01 05 00  51  3.4  3.7 99.00 99.00 99.00 999 1028.3   5.3 999.0   1.1 99.0 99.00
2015 06 01 06 00  37  3.4  3.6 99.00 99.00 99.00 999 1028.1   4.8 999.0   2.0 99.0 99.00
2015 06 01 07 00  41  4.1  4.5 99.00 99.00 99.00 999 1027.9   4.5 999.0   2.3 99.0 99.00
2015 06 01 08 00  52  4.6  5.2 99.00 99.00 99.00 999 1027.5   4.5 999.0   2.9 99.0 99.00
2015 06 01 09 00  56  6.0  6.5 99.00 99.00 99.00 999 1027.7   4.4 999.0   3.0 99.0 99.00
2015 06 01 10 00  62  4.6  4.9 99.00 99.00 99.00 999 1027.9   4.6 999.0   3.4 99.0 99.00
2015 06 01 11 00  72  4.8  5.2 99.00 99.00 99.00 999 1028.1   4.7 999.0   3.7 99.0 99.00
2015 06 01 12 00  87  5.3  5.7 99.00 99.00 99.00 999 1028.3   5.0 999.0   3.0 99.0 99.00
2015 06 01 13 00  87  3.8  4.2 99.00 99.00 99.00 999 1028.3   5.1 999.0   3.6 99.0 99.00
2015 06 01 14 00  84  4.0  4.2 99.00 99.00 99.00 999 1028.4   5.3 999.0   3.8 99.0 99.00
2015 06 01 15 00  87  2.8  3.1 99.00 99.00 99.00 999 1028.2   5.7 999.0   4.2 99.0 99.00
2015 06 01 16 00  50  4.1  4.5 99.00 99.00 99.00 999 1027.8   5.5 999.0   4.7 99.0 99.00
2015 06 01 17 00  48  5.2  5.6 99.00 99.00 99.00 999 1027.6   4.8 999.0   4.2 99.0 99.00
2015 06 01 18 00  54  5.9  6.2 99.00 99.00 99.00 999 1027.1   5.0 999.0   4.0 99.0 99.00
2015 06 01 19 00  42  5.8  6.3 99.00 99.00 99.00 999 1026.3   5.3 999.0   3.8 99.0 99.00
2015 06 01 20 00  49  5.8  6.4 99.00 99.00 99.00 999 1025.6   5.4 999.0   3.0 99.0 99.00
2015 06 01 21 00  65  5.8  6.4 99.00 99.00 99.00 999 1024.8   5.8 999.0   2.4 99.0 99.00
2015 06 01 22 00  75  5.0  5.6 99.00 99.00 99.00 999 1024.1   5.7 999.0   3.1 99.0 99.00
2015 06 01 23 00  89  6.8  7.4 99.00 99.00 99.00 999 1023.6   6.1 999.0   1.3 99.0 99.00
2015 06 02 00 00  84  6.2  6.7 99.00 99.00 99.00 999 1023.1   6.6 999.0   1.9 99.0 99.00
2015 06 02 01 00  71  6.0  6.5 99.00 99.00 99.00 999 1022.6   7.2 999.0   1.3 99.0 99.00
2015 06 02 02 00  10  4.4  4.6 99.00 99.00 99.00 999 1022.4   5.3 999.0   3.8 99.0 99.00
2015 06 02 03 00   0  2.7  3.0 99.00 99.00 99.00 999 1022.3   5.2 999.0   3.3 99.0 99.00
2015 06 02 04 00  17  1.4  1.6 99.00 99.00 99.00 999 1021.8   5.2 999.0   3.5 99.0 99.00
2015 06 02 05 00  24  3.2  3.3 99.00 99.00 99.00 999 1021.7   5.2 999.0   4.1 99.0 99.00
2015 06 02 06 00  10  1.0  1.1 99.00 99.00 99.00 999 1021.5   5.3 999.0   4.7 99.0 99.00
2015 06 02 07 00  98  0.9  1.0 99.00 99.00 99.00 999 1020.9   5.5 999.0   4.9 99.0 99.00
2015 06 02 08 00 104  2.4  2.7 99.00 99.00 99.00 999 1020.8   5.6 999.0   5.2 99.0 99.00
2015 06 02 09 00 135  2.0  2.5 99.00 99.00 99.00 999 1020.6   7.1 999.0   5.3 99.0 99.00
2015 06 02 10 00 189  4.3  6.3 99.00 99.00 99.00 999 1020.2  10.7 999.0   4.6 99.0 99.00
2015 06 02 11 00 176  4.2  5.3 99.00 99.00 99.00 999 1020.1  10.4 999.0   4.7 99.0 99.00
2015 06 02 12 00 194  2.6  3.1 99.00 99.00 99.00 999 1020.2  11.4 999.0   4.0 99.0 99.00
2015 06 02 13 00 191  2.3  3.2 99.00 99.00 99.00 999 1020.0  11.9 999.0   3.6 99.0 99.00
2015 06 02 14 00 185  4.3  6.1 99.00 99.00 99.00 999 1019.2  13.2 999.0   3.0 99.0 99.00
2015 06 02 15 00 183  3.2  4.7 99.00 99.00 99.00 999 1018.6  15.3 999.0   3.5 99.0 99.00
2015 06 02 16 00 170  4.2  6.6 99.00 99.00 99.00 999 1017.9  15.8 999.0   4.4 99.0 99.00
2015 06 02 17 00 183  3.4  6.3 99.00 99.00 99.00 999 1017.3  18.0 999.0   4.4 99.0 99.00
2015 06 02 18 00  30  3.6  4.0 99.00 99.00 99.00 999 1017.4   8.3 999.0   7.0 99.0 99.00
2015 06 02 19 00  54  4.6  5.0 99.00 99.00 99.00 999 1016.5  10.2 999.0   6.2 99.0 99.00
2015 06 02 20 00  40  4.8  5.2 99.00 99.00 99.00 999 1015.7   9.2 999.0   6.2 99.0 99.00
2015 06 02 21 00  27  4.6  5.4 99.00 99.00 99.00 999 1014.9   7.6 999.0   6.3 99.0 99.00
2015 06 02 22 00  51  5.0  5.7 99.00 99.00 99.00 999 1014.3   8.0 999.0   6.0 99.0 99.00
2015 06 02 23 00 121  5.0  6.1 99.00 99.00 99.00 999 1013.8  14.9 999.0   5.4 99.0 99.00
2015 06 03 00 00  97  2.6  3.1 99.00 99.00 99.00 999 1014.1  12.7 999.0   5.3 99.0 99.00
2015 06 03 01 00 140  3.6  4.8 99.00 99.00 99.00 999 1014.0  14.1 999.0   5.2 99.0 99.00
2015 06 03 02 00  13  4.0  4.4 99.00 99.00 99.00 999 1014.4   8.6 999.0   7.1 99.0 99.00
2015 06 03 03 00  78  2.4  2.6 99.00 99.00 99.00 999 1014.4   8.2 999.0   5.7 99.0 99.00
2015 06 03 04 00   6  2.5  2.8 99.00 99.00 99.00 999 1014.2   6.4 999.0   6.0 99.0 99.00
2015 06 03 05 00 140  3.7  4.1 99.00 99.00 99.00 999 1013.7  10.3 999.0   6.1 99.0 99.00
2015 06 03 06 00  40  2.0  2.4 99.00 99.00 99.00 999 1013.4   7.3 999.0   6.4 99.0 99.00
2015 06 03 07 00  78  2.7  3.0 99.00 99.00 99.00 999 1013.1   9.5 999.0   6.8 99.0 99.00
2015 06 03 08 00 166  4.2  5.5 99.00 99.00 99.00 999 1012.7  14.8 999.0   8.9 99.0 99.00
2015 06 03 09 00 171  3.7  5.3 99.00 99.00 99.00 999 1012.4  16.0 999.0   9.6 99.0 99.00
2015 06 03 10 00 338  5.7  8.2 99.00 99.00 99.00 999 1014.0   8.6 999.0   7.9 99.0 99.00
2015 06 03 11 00  79  4.9  5.7 99.00 99.00 99.00 999 1013.7   9.5 999.0   9.0 99.0 99.00
2015 06 03 12 00 117  5.4  6.0 99.00 99.00 99.00 999 1013.8  10.6 999.0  10.3 99.0 99.00
2015 06 03 13 00 156  6.8 10.6 99.00 99.00 99.00 999 1012.8  13.7 999.0  13.6 99.0 99.00
2015 06 03 14 00 152  4.4  5.8 99.00 99.00 99.00 999 1012.3  14.4 999.0  13.5 99.0 99.00
2015 06 03 15 00 164  4.0  6.0 99.00 99.00 99.00 999 1012.3  14.6 999.0  13.3 99.0 99.00
2015 06 03 16 00 189  0.6  1.5 99.00 99.00 99.00 999 1012.2  15.4 999.0  13.9 99.0 99.00
2015 06 03 17 00   0  0.0  0.0 99.00 99.00 99.00 999 1012.5  15.6 999.0  14.0 99.0 99.00
2015 06 03 18 00  26  3.0  3.3 99.00 99.00 99.00 999 1012.8  11.4 999.0  11.4 99.0 99.00
2015 06 03 19 00  73  3.9  4.5 99.00 99.00 99.00 999 1013.0  10.1 999.0   9.8 99.0 99.00
2015 06 03 20 00  81  3.4  3.9 99.00 99.00 99.00 999 1013.0   8.6 999.0   8.5 99.0 99.00
2015 06 03 21 00 100  4.4  4.9 99.00 99.00 99.00 999 1013.4   8.6 999.0   8.4 99.0 99.00
2015 06 03 22 00 142  4.0  4.8 99.00 99.00 99.00 999 1013.1  12.2 999.0  12.2 99.0 99.00
2015 06 03 23 00 106  4.4  4.5 99.00 99.00 99.00 999 1012.9  11.1 999.0  10.9 99.0 99.00
2015 06 04 00 00  29  2.2  3.4 99.00 99.00 99.00 999 1013.9   8.9 999.0   8.9 99.0 99.00
2015 06 04 01 00 146  4.0  4.9 99.00 99.00 99.00 999 1013.7  10.7 999.0  10.5 99.0 99.00
2015 06 04 02 00 111  5.0  5.4 99.00 99.00 99.00 999 1013.6  10.7 999.0  10.5 99.0 99.00
