#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 03 26 21 00   0  6.3  7.1 99.00 99.00 99.00 999 1021.3  -4.4 999.0 -15.4 99.0 99.00
2015 03 26 22 00 353  7.5  8.5 99.00 99.00 99.00 999 1021.4  -3.9 999.0 -14.4 99.0 99.00
2015 03 26 23 00   6  8.5  9.8 99.00 99.00 99.00 999 1021.8  -3.3 999.0 -13.8 99.0 99.00
2015 03 27 00 00 356  8.9  9.7 99.00 99.00 99.00 999 1022.3  -3.3 999.0 -15.8 99.0 99.00
2015 03 27 01 00 356 10.3 11.2 99.00 99.00 99.00 999 1023.0  -3.2 999.0 -14.8 99.0 99.00
2015 03 27 02 00  14 10.5 12.2 99.00 99.00 99.00 999 1023.8  -3.6 999.0 -16.1 99.0 99.00
2015 03 27 03 00 357 10.9 12.4 99.00 99.00 99.00 999 1024.5  -4.2 999.0 -15.8 99.0 99.00
2015 03 27 04 00  10 10.2 12.9 99.00 99.00 99.00 999 1025.0  -4.9 999.0 -14.5 99.0 99.00
2015 03 27 05 00  11  9.2 10.6 99.00 99.00 99.00 999 1025.4  -5.4 999.0 -14.1 99.0 99.00
2015 03 27 06 00  23  7.8  9.6 99.00 99.00 99.00 999 1025.7  -5.7 999.0 -14.3 99.0 99.00
2015 03 27 07 00  27  8.1  9.2 99.00 99.00 99.00 999 1025.6  -5.7 999.0 -14.5 99.0 99.00
2015 03 27 08 00  24  5.9  7.3 99.00 99.00 99.00 999 1025.6  -5.9 999.0 -13.7 99.0 99.00
2015 03 27 09 00  24  7.7  9.3 99.00 99.00 99.00 999 1025.8  -6.0 999.0 -13.2 99.0 99.00
2015 03 27 10 00  42  7.1  7.9 99.00 99.00 99.00 999 1026.1  -6.5 999.0 -13.9 99.0 99.00
2015 03 27 11 00  45  6.5  7.5 99.00 99.00 99.00 999 1026.4  -6.8 999.0 -13.5 99.0 99.00
2015 03 27 12 00  46  6.0  6.9 99.00 99.00 99.00 999 1027.1  -7.5 999.0 -14.1 99.0 99.00
2015 03 27 13 00  57  4.7  6.1 99.00 99.00 99.00 999 1027.5  -7.7 999.0 -14.2 99.0 99.00
2015 03 27 14 00  40  3.9  5.3 99.00 99.00 99.00 999 1027.5  -7.5 999.0 -13.2 99.0 99.00
2015 03 27 15 00  46  3.5  4.8 99.00 99.00 99.00 999 1027.6  -7.4 999.0 -13.5 99.0 99.00
2015 03 27 16 00  52  2.3  3.3 99.00 99.00 99.00 999 1027.4  -7.4 999.0 -12.8 99.0 99.00
2015 03 27 17 00  43  2.3  2.7 99.00 99.00 99.00 999 1027.2  -7.4 999.0 -13.2 99.0 99.00
2015 03 27 18 00  53  2.6  3.2 99.00 99.00 99.00 999 1026.5  -7.2 999.0 -13.0 99.0 99.00
2015 03 27 19 00  51  1.8  2.3 99.00 99.00 99.00 999 1026.1  -6.6 999.0 -12.2 99.0 99.00
2015 03 27 20 00  76  3.2  4.4 99.00 99.00 99.00 999 1025.3  -6.2 999.0 -11.9 99.0 99.00
2015 03 27 21 00  96  4.9  5.5 99.00 99.00 99.00 999 1024.5  -5.8 999.0 -11.1 99.0 99.00
2015 03 27 22 00 106  4.6  5.5 99.00 99.00 99.00 999 1024.3  -5.2 999.0 -10.5 99.0 99.00
2015 03 27 23 00 132  3.9  4.9 99.00 99.00 99.00 999 1024.0  -4.7 999.0 -11.9 99.0 99.00
2015 03 28 00 00 132  3.6  4.6 99.00 99.00 99.00 999 1024.0  -4.9 999.0 -11.9 99.0 99.00
2015 03 28 01 00 137  4.6  6.0 99.00 99.00 99.00 999 1024.0  -5.2 999.0 -11.4 99.0 99.00
2015 03 28 02 00 137  3.1  3.9 99.00 99.00 99.00 999 1024.1  -5.5 999.0 -10.5 99.0 99.00
2015 03 28 03 00 128  2.6  3.1 99.00 99.00 99.00 999 1024.2  -5.4 999.0  -9.9 99.0 99.00
2015 03 28 04 00 130  1.9  2.0 99.00 99.00 99.00 999 1024.4  -5.1 999.0 -10.3 99.0 99.00
2015 03 28 05 00  82  1.0  1.3 99.00 99.00 99.00 999 1024.6  -4.5 999.0 -10.3 99.0 99.00
2015 03 28 06 00 104  1.4  1.6 99.00 99.00 99.00 999 1024.4  -4.2 999.0 -10.0 99.0 99.00
2015 03 28 07 00 149  0.4  0.5 99.00 99.00 99.00 999 1024.4  -4.1 999.0 -10.4 99.0 99.00
2015 03 28 08 00 109  0.5  0.5 99.00 99.00 99.00 999 1024.3  -4.1 999.0 -10.5 99.0 99.00
2015 03 28 09 00  57  0.1  0.3 99.00 99.00 99.00 999 1024.4  -3.9 999.0  -9.2 99.0 99.00
2015 03 28 10 00 124  1.2  1.3 99.00 99.00 99.00 999 1024.2  -3.9 999.0  -8.2 99.0 99.00
2015 03 28 11 00 148  1.4  1.5 99.00 99.00 99.00 999 1024.7  -3.7 999.0 -11.6 99.0 99.00
2015 03 28 12 00 161  0.3  0.4 99.00 99.00 99.00 999 1025.4  -3.3 999.0 -12.0 99.0 99.00
2015 03 28 13 00 174  1.9  2.3 99.00 99.00 99.00 999 1025.6  -3.9 999.0 -10.0 99.0 99.00
2015 03 28 14 00 209  1.6  2.1 99.00 99.00 99.00 999 1025.5  -2.9 999.0 -12.0 99.0 99.00
2015 03 28 15 00 234  3.1  3.6 99.00 99.00 99.00 999 1025.6  -3.0 999.0 -13.6 99.0 99.00
2015 03 28 16 00 216  2.7  3.6 99.00 99.00 99.00 999 1025.4  -2.5 999.0 -12.0 99.0 99.00
2015 03 28 17 00 236  1.9  2.7 99.00 99.00 99.00 999 1024.6  -1.5 999.0 -11.7 99.0 99.00
2015 03 28 18 00  58  0.7  1.4 99.00 99.00 99.00 999 1023.4   0.6 999.0  -9.7 99.0 99.00
2015 03 28 19 00  36  1.6  1.9 99.00 99.00 99.00 999 1022.5  -0.7 999.0  -8.4 99.0 99.00
2015 03 28 20 00  71  2.6  3.0 99.00 99.00 99.00 999 1021.4  -0.6 999.0  -5.8 99.0 99.00
2015 03 28 21 00  82  3.2  3.7 99.00 99.00 99.00 999 1020.3  -0.3 999.0  -3.6 99.0 99.00
2015 03 28 22 00  97  4.4  5.0 99.00 99.00 99.00 999 1019.2  -0.3 999.0  -4.9 99.0 99.00
2015 03 28 23 00  88  4.5  4.7 99.00 99.00 99.00 999 1018.7  -0.2 999.0  -5.2 99.0 99.00
2015 03 29 00 00 127  3.7  4.1 99.00 99.00 99.00 999 1017.8   0.8 999.0  -5.7 99.0 99.00
2015 03 29 01 00 173  4.4  6.1 99.00 99.00 99.00 999 1016.7   2.1 999.0  -7.8 99.0 99.00
2015 03 29 02 00 194  6.0  7.8 99.00 99.00 99.00 999 1016.2   3.9 999.0 -11.5 99.0 99.00
2015 03 29 03 00 199  6.7  8.2 99.00 99.00 99.00 999 1015.6   3.6 999.0 -11.8 99.0 99.00
2015 03 29 04 00 199  6.3  8.5 99.00 99.00 99.00 999 1014.6   2.8 999.0  -9.8 99.0 99.00
2015 03 29 05 00 189  5.3  7.7 99.00 99.00 99.00 999 1013.1   2.0 999.0  -8.9 99.0 99.00
2015 03 29 06 00 192  6.2  8.6 99.00 99.00 99.00 999 1011.7   1.9 999.0  -8.5 99.0 99.00
2015 03 29 07 00 194  5.8  8.7 99.00 99.00 99.00 999 1010.3   2.0 999.0  -8.1 99.0 99.00
2015 03 29 08 00 204  5.6  9.1 99.00 99.00 99.00 999 1009.8   2.2 999.0  -8.3 99.0 99.00
2015 03 29 09 00 191  4.7  6.0 99.00 99.00 99.00 999 1008.9   2.1 999.0  -6.9 99.0 99.00
2015 03 29 10 00 189  7.4 10.6 99.00 99.00 99.00 999 1006.0   2.2 999.0  -7.4 99.0 99.00
2015 03 29 11 00 192  7.9 13.2 99.00 99.00 99.00 999 1003.5   2.0 999.0  -7.2 99.0 99.00
2015 03 29 12 00 190  5.1  6.4 99.00 99.00 99.00 999 1002.5   2.2 999.0  -6.0 99.0 99.00
2015 03 29 13 00 194  6.4  9.1 99.00 99.00 99.00 999 1001.0   2.3 999.0  -3.8 99.0 99.00
2015 03 29 14 00 198  6.4  8.4 99.00 99.00 99.00 999 1000.2   2.3 999.0  -2.0 99.0 99.00
2015 03 29 15 00 210  5.1  7.0 99.00 99.00 99.00 999  999.5   1.7 999.0   0.0 99.0 99.00
2015 03 29 16 00 230  5.7  6.5 99.00 99.00 99.00 999  999.1   1.5 999.0   1.0 99.0 99.00
2015 03 29 17 00 239  7.6  8.5 99.00 99.00 99.00 999  998.8   0.3 999.0  -0.1 99.0 99.00
2015 03 29 18 00 247  9.4 11.1 99.00 99.00 99.00 999  998.6   0.8 999.0   0.4 99.0 99.00
2015 03 29 19 00 250 11.7 12.9 99.00 99.00 99.00 999  998.8   1.0 999.0   0.6 99.0 99.00
2015 03 29 20 00 284  8.3  9.3 99.00 99.00 99.00 999 1000.4   2.9 999.0   1.4 99.0 99.00
2015 03 29 21 00 292 10.3 11.3 99.00 99.00 99.00 999 1002.0   3.6 999.0   0.7 99.0 99.00
2015 03 29 22 00 281  7.3  8.4 99.00 99.00 99.00 999 1003.8   3.3 999.0   0.9 99.0 99.00
2015 03 29 23 00 281  7.2  8.8 99.00 99.00 99.00 999 1005.1   4.1 999.0   0.9 99.0 99.00
2015 03 30 00 00 297 11.2 12.3 99.00 99.00 99.00 999 1006.7   3.7 999.0   0.3 99.0 99.00
2015 03 30 01 00 289 10.1 10.9 99.00 99.00 99.00 999 1007.9   4.2 999.0  -0.8 99.0 99.00
2015 03 30 02 00 281  9.1  9.9 99.00 99.00 99.00 999 1008.7   4.4 999.0  -1.4 99.0 99.00
2015 03 30 03 00 263  8.1  9.6 99.00 99.00 99.00 999 1009.2   4.0 999.0  -1.4 99.0 99.00
2015 03 30 04 00 260  7.5  8.8 99.00 99.00 99.00 999 1009.4   4.4 999.0  -1.6 99.0 99.00
2015 03 30 05 00 267  8.9 12.1 99.00 99.00 99.00 999 1009.0   4.5 999.0  -1.9 99.0 99.00
2015 03 30 06 00 261 11.9 13.1 99.00 99.00 99.00 999 1008.6   3.0 999.0  -1.0 99.0 99.00
2015 03 30 07 00 248 11.3 13.0 99.00 99.00 99.00 999 1008.9   2.6 999.0  -0.7 99.0 99.00
2015 03 30 08 00 258 10.5 11.4 99.00 99.00 99.00 999 1009.2   2.6 999.0  -0.9 99.0 99.00
2015 03 30 09 00 251  7.3  8.1 99.00 99.00 99.00 999 1010.1   2.0 999.0  -0.2 99.0 99.00
2015 03 30 10 00 268  8.1  8.8 99.00 99.00 99.00 999 1010.9   3.1 999.0  -1.5 99.0 99.00
2015 03 30 11 00 248  6.4  6.9 99.00 99.00 99.00 999 1011.8   2.3 999.0  -1.0 99.0 99.00
2015 03 30 12 00 257  7.2  8.3 99.00 99.00 99.00 999 1012.9   2.5 999.0  -1.0 99.0 99.00
2015 03 30 13 00 255  8.0  8.5 99.00 99.00 99.00 999 1013.2   2.4 999.0  -0.7 99.0 99.00
2015 03 30 14 00 233  6.7  7.2 99.00 99.00 99.00 999 1013.7   1.8 999.0  -0.2 99.0 99.00
2015 03 30 15 00 250  5.5  7.3 99.00 99.00 99.00 999 1013.8   2.2 999.0  -0.2 99.0 99.00
2015 03 30 16 00 248  6.2  7.6 99.00 99.00 99.00 999 1014.1   2.0 999.0  -0.1 99.0 99.00
2015 03 30 17 00 240  6.7  7.6 99.00 99.00 99.00 999 1014.1   2.8 999.0  -1.5 99.0 99.00
2015 03 30 18 00 218  4.3  5.6 99.00 99.00 99.00 999 1013.2   5.2 999.0  -2.9 99.0 99.00
2015 03 30 19 00 218  2.5  3.2 99.00 99.00 99.00 999 1012.3   7.6 999.0  -5.1 99.0 99.00
2015 03 30 20 00 102  2.6  2.8 99.00 99.00 99.00 999 1011.4   6.0 999.0  -4.3 99.0 99.00
2015 03 30 21 00 108  3.8  4.4 99.00 99.00 99.00 999 1011.1   5.1 999.0  -1.9 99.0 99.00
2015 03 30 22 00 122  6.0  6.4 99.00 99.00 99.00 999 1010.9   5.2 999.0  -3.4 99.0 99.00
2015 03 30 23 00 125  4.4  4.8 99.00 99.00 99.00 999 1011.1   6.4 999.0  -4.7 99.0 99.00
2015 03 31 00 00 151  4.0  4.5 99.00 99.00 99.00 999 1011.1   6.9 999.0  -5.4 99.0 99.00
2015 03 31 01 00 195  4.9  5.3 99.00 99.00 99.00 999 1011.2   6.0 999.0  -4.6 99.0 99.00
2015 03 31 02 00 274  7.0  7.5 99.00 99.00 99.00 999 1012.2   3.6 999.0   2.0 99.0 99.00
2015 03 31 03 00 258  3.9  5.0 99.00 99.00 99.00 999 1012.5   2.2 999.0   1.8 99.0 99.00
2015 03 31 04 00 237  5.6  6.3 99.00 99.00 99.00 999 1012.4   2.5 999.0   2.2 99.0 99.00
2015 03 31 05 00 264  5.1  5.8 99.00 99.00 99.00 999 1012.1   1.8 999.0   1.5 99.0 99.00
2015 03 31 06 00 263  3.4  3.6 99.00 99.00 99.00 999 1011.9   1.0 999.0   0.7 99.0 99.00
2015 03 31 07 00 243  2.2  2.4 99.00 99.00 99.00 999 1011.5   0.4 999.0   0.1 99.0 99.00
2015 03 31 08 00 275  2.6  2.8 99.00 99.00 99.00 999 1011.5   0.2 999.0  -0.1 99.0 99.00
2015 03 31 09 00 245  1.3  1.5 99.00 99.00 99.00 999 1011.1   0.1 999.0  -0.2 99.0 99.00
2015 03 31 10 00 252  3.2  3.9 99.00 99.00 99.00 999 1011.5  -0.1 999.0  -0.4 99.0 99.00
2015 03 31 11 00 242  2.9  3.2 99.00 99.00 99.00 999 1011.0  -0.1 999.0  -0.4 99.0 99.00
2015 03 31 12 00 239  2.9  3.4 99.00 99.00 99.00 999 1011.1   0.1 999.0  -0.2 99.0 99.00
2015 03 31 13 00 194  3.1  4.4 99.00 99.00 99.00 999 1010.2   0.4 999.0   0.1 99.0 99.00
2015 03 31 14 00 267  5.5  6.9 99.00 99.00 99.00 999 1010.6   0.5 999.0   0.2 99.0 99.00
2015 03 31 15 00 244  9.0 10.5 99.00 99.00 99.00 999 1010.5   1.0 999.0   0.7 99.0 99.00
2015 03 31 16 00 241  9.4 11.7 99.00 99.00 99.00 999 1010.4   2.3 999.0   2.1 99.0 99.00
2015 03 31 17 00 242 10.9 12.7 99.00 99.00 99.00 999 1011.0   2.4 999.0   2.1 99.0 99.00
2015 03 31 18 00 245  9.5 11.3 99.00 99.00 99.00 999 1011.3   2.4 999.0   2.1 99.0 99.00
2015 03 31 19 00 241 10.2 11.3 99.00 99.00 99.00 999 1011.6   3.6 999.0   1.7 99.0 99.00
2015 03 31 20 00 255  7.2  8.2 99.00 99.00 99.00 999 1012.4   3.8 999.0   1.7 99.0 99.00
2015 03 31 21 00 282  3.2  4.3 99.00 99.00 99.00 999 1012.7   5.3 999.0   1.4 99.0 99.00
2015 03 31 22 00 354  3.9  4.2 99.00 99.00 99.00 999 1012.9   6.7 999.0   0.5 99.0 99.00
2015 03 31 23 00  26  6.1  6.5 99.00 99.00 99.00 999 1013.7   5.1 999.0   1.0 99.0 99.00
2015 04 01 00 00  82  8.0  9.0 99.00 99.00 99.00 999 1014.4   0.6 999.0   0.4 99.0 99.00
2015 04 01 01 00  91  8.2  8.6 99.00 99.00 99.00 999 1015.1   0.5 999.0   0.2 99.0 99.00
2015 04 01 02 00 103  7.6  8.6 99.00 99.00 99.00 999 1015.9   0.4 999.0   0.0 99.0 99.00
2015 04 01 03 00  94  9.9 10.9 99.00 99.00 99.00 999 1016.3   0.1 999.0  -0.3 99.0 99.00
2015 04 01 04 00  90  6.5  6.9 99.00 99.00 99.00 999 1016.7  -0.8 999.0  -1.1 99.0 99.00
2015 04 01 05 00 119  4.3  5.1 99.00 99.00 99.00 999 1016.7  -1.5 999.0  -1.9 99.0 99.00
2015 04 01 06 00 105  5.4  6.0 99.00 99.00 99.00 999 1016.2  -1.7 999.0  -2.0 99.0 99.00
2015 04 01 07 00  77  4.5  5.4 99.00 99.00 99.00 999 1016.2  -1.7 999.0  -2.0 99.0 99.00
2015 04 01 08 00  86  5.0  6.5 99.00 99.00 99.00 999 1016.1  -1.6 999.0  -2.0 99.0 99.00
2015 04 01 09 00  80  5.9  7.3 99.00 99.00 99.00 999 1015.6  -1.7 999.0  -2.1 99.0 99.00
2015 04 01 10 00  78  4.2  5.0 99.00 99.00 99.00 999 1015.8  -1.6 999.0  -2.0 99.0 99.00
2015 04 01 11 00  95  6.8  7.5 99.00 99.00 99.00 999 1014.6  -1.4 999.0  -1.8 99.0 99.00
2015 04 01 12 00  59  6.4  7.2 99.00 99.00 99.00 999 1015.3  -1.1 999.0  -1.5 99.0 99.00
2015 04 01 13 00  73  6.8  7.5 99.00 99.00 99.00 999 1014.7  -0.8 999.0  -1.1 99.0 99.00
2015 04 01 14 00  81  8.6  9.0 99.00 99.00 99.00 999 1013.7  -0.4 999.0  -0.6 99.0 99.00
2015 04 01 15 00  90  6.9  7.5 99.00 99.00 99.00 999 1012.1   0.0 999.0  -0.2 99.0 99.00
2015 04 01 16 00  68  6.0  6.9 99.00 99.00 99.00 999 1010.9   0.5 999.0   0.3 99.0 99.00
2015 04 01 17 00  72  9.1  9.9 99.00 99.00 99.00 999 1008.6   0.7 999.0   0.5 99.0 99.00
2015 04 01 18 00  64  8.9  9.9 99.00 99.00 99.00 999 1006.8   1.3 999.0   1.0 99.0 99.00
2015 04 01 19 00  63  9.5 10.3 99.00 99.00 99.00 999 1004.4   1.8 999.0   1.3 99.0 99.00
2015 04 01 20 00  53  8.3  8.7 99.00 99.00 99.00 999 1003.1   2.0 999.0   1.2 99.0 99.00
2015 04 01 21 00  59  6.7  7.7 99.00 99.00 99.00 999 1002.1   3.1 999.0   1.3 99.0 99.00
2015 04 01 22 00  50  5.5  6.3 99.00 99.00 99.00 999 1001.1   2.6 999.0   1.5 99.0 99.00
2015 04 01 23 00  51  9.0 10.3 99.00 99.00 99.00 999  999.2   2.6 999.0   1.7 99.0 99.00
2015 04 02 00 00  51  8.0  8.7 99.00 99.00 99.00 999  998.2   2.8 999.0   1.8 99.0 99.00
2015 04 02 01 00  74  4.3  5.6 99.00 99.00 99.00 999  997.8   3.3 999.0   1.9 99.0 99.00
2015 04 02 02 00 292  2.8  3.2 99.00 99.00 99.00 999  997.9   2.6 999.0   1.7 99.0 99.00
2015 04 02 03 00 290  2.1  2.4 99.00 99.00 99.00 999  997.9   3.4 999.0   1.9 99.0 99.00
2015 04 02 04 00 317  2.0  2.3 99.00 99.00 99.00 999  997.7   3.1 999.0   1.9 99.0 99.00
2015 04 02 05 00 241  3.1  3.7 99.00 99.00 99.00 999  998.2   1.7 999.0   0.8 99.0 99.00
2015 04 02 06 00 235  7.1  7.9 99.00 99.00 99.00 999  998.2   1.7 999.0   0.9 99.0 99.00
2015 04 02 07 00 237  7.4  7.8 99.00 99.00 99.00 999  998.7   2.1 999.0   1.2 99.0 99.00
2015 04 02 08 00 238  9.7 10.7 99.00 99.00 99.00 999  999.5   4.8 999.0   3.3 99.0 99.00
2015 04 02 09 00 236 10.3 11.5 99.00 99.00 99.00 999  999.3   6.9 999.0   4.0 99.0 99.00
2015 04 02 10 00 244 11.5 13.3 99.00 99.00 99.00 999 1000.4   5.6 999.0   3.2 99.0 99.00
2015 04 02 11 00 257 12.0 13.2 99.00 99.00 99.00 999 1000.7   5.1 999.0   1.7 99.0 99.00
2015 04 02 12 00 253 10.0 11.2 99.00 99.00 99.00 999 1001.4   5.0 999.0   1.6 99.0 99.00
2015 04 02 13 00 241  9.6 10.5 99.00 99.00 99.00 999 1001.7   4.7 999.0   2.4 99.0 99.00
2015 04 02 14 00 246 10.8 12.1 99.00 99.00 99.00 999 1002.0   4.8 999.0   1.8 99.0 99.00
2015 04 02 15 00 238  9.5 10.3 99.00 99.00 99.00 999 1001.6   4.7 999.0   1.7 99.0 99.00
2015 04 02 16 00 218  8.5  9.6 99.00 99.00 99.00 999 1001.6   6.1 999.0   1.2 99.0 99.00
2015 04 02 17 00 227  8.7 10.8 99.00 99.00 99.00 999 1001.6   7.6 999.0   0.0 99.0 99.00
2015 04 02 18 00 236 12.5 13.4 99.00 99.00 99.00 999 1000.8   7.9 999.0  -2.0 99.0 99.00
2015 04 02 19 00 236 14.0 15.3 99.00 99.00 99.00 999 1000.2   8.6 999.0  -3.4 99.0 99.00
2015 04 02 20 00 244 12.8 15.0 99.00 99.00 99.00 999  999.9   8.4 999.0  -3.4 99.0 99.00
2015 04 02 21 00 238 13.1 14.0 99.00 99.00 99.00 999  999.3   8.7 999.0  -4.0 99.0 99.00
2015 04 02 22 00 244 13.7 15.7 99.00 99.00 99.00 999  999.8   7.4 999.0  -2.5 99.0 99.00
2015 04 02 23 00 255 13.3 14.7 99.00 99.00 99.00 999 1001.4   7.0 999.0  -2.3 99.0 99.00
2015 04 03 00 00 254  9.9 11.1 99.00 99.00 99.00 999 1003.2   5.5 999.0  -1.1 99.0 99.00
2015 04 03 01 00 262 12.9 14.4 99.00 99.00 99.00 999 1003.8   6.8 999.0  -2.5 99.0 99.00
2015 04 03 02 00 273 12.7 14.0 99.00 99.00 99.00 999 1006.0   5.7 999.0  -0.4 99.0 99.00
2015 04 03 03 00 271 12.0 13.1 99.00 99.00 99.00 999 1007.5   4.4 999.0   0.6 99.0 99.00
2015 04 03 04 00 300 15.9 18.6 99.00 99.00 99.00 999 1009.2   2.0 999.0  -1.6 99.0 99.00
2015 04 03 05 00 299 15.0 17.9 99.00 99.00 99.00 999 1011.0   0.8 999.0  -3.1 99.0 99.00
2015 04 03 06 00 302 14.3 16.7 99.00 99.00 99.00 999 1012.0   0.4 999.0  -4.0 99.0 99.00
2015 04 03 07 00 326 14.1 16.1 99.00 99.00 99.00 999 1014.1  -0.2 999.0  -5.3 99.0 99.00
2015 04 03 08 00 321 11.7 12.7 99.00 99.00 99.00 999 1015.1  -0.7 999.0  -5.7 99.0 99.00
2015 04 03 09 00 315 11.6 13.1 99.00 99.00 99.00 999 1015.9  -1.5 999.0  -6.4 99.0 99.00
2015 04 03 10 00 317 12.4 13.6 99.00 99.00 99.00 999 1016.7  -2.2 999.0  -7.2 99.0 99.00
2015 04 03 11 00 320  9.7 11.6 99.00 99.00 99.00 999 1017.9  -2.7 999.0  -8.0 99.0 99.00
2015 04 03 12 00 333  8.4 10.1 99.00 99.00 99.00 999 1019.4  -2.8 999.0  -8.7 99.0 99.00
2015 04 03 13 00 344 11.8 13.5 99.00 99.00 99.00 999 1021.0  -4.0 999.0 -10.4 99.0 99.00
2015 04 03 14 00 357  8.3 10.0 99.00 99.00 99.00 999 1021.4  -4.3 999.0 -10.4 99.0 99.00
2015 04 03 15 00 355  6.2  6.8 99.00 99.00 99.00 999 1022.3  -4.6 999.0 -11.2 99.0 99.00
2015 04 03 16 00   6  6.3  7.3 99.00 99.00 99.00 999 1022.6  -4.4 999.0 -11.8 99.0 99.00
2015 04 03 17 00 343  4.9  5.8 99.00 99.00 99.00 999 1022.9  -4.0 999.0 -13.6 99.0 99.00
2015 04 03 18 00 347  3.0  3.8 99.00 99.00 99.00 999 1022.9  -3.7 999.0 -14.0 99.0 99.00
2015 04 03 19 00  22  1.0  1.5 99.00 99.00 99.00 999 1022.6  -3.3 999.0 -13.7 99.0 99.00
2015 04 03 20 00  51  0.9  1.3 99.00 99.00 99.00 999 1022.0  -2.7 999.0 -12.3 99.0 99.00
2015 04 03 21 00 218  2.4  2.9 99.00 99.00 99.00 999 1021.4  -2.0 999.0 -13.7 99.0 99.00
2015 04 03 22 00 197  1.7  2.4 99.00 99.00 99.00 999 1020.9  -0.6 999.0 -14.6 99.0 99.00
2015 04 03 23 00 202  2.4  3.0 99.00 99.00 99.00 999 1020.5  -0.4 999.0 -13.9 99.0 99.00
2015 04 04 00 00 164  2.6  4.1 99.00 99.00 99.00 999 1020.2  -1.0 999.0  -9.4 99.0 99.00
2015 04 04 01 00 168  3.7  5.2 99.00 99.00 99.00 999 1020.4  -1.7 999.0  -8.4 99.0 99.00
2015 04 04 02 00 187  3.3  3.8 99.00 99.00 99.00 999 1020.5  -1.3 999.0  -8.0 99.0 99.00
2015 04 04 03 00 249  1.3  2.3 99.00 99.00 99.00 999 1020.5   0.1 999.0  -6.2 99.0 99.00
2015 04 04 04 00 309  4.2  4.6 99.00 99.00 99.00 999 1020.4   0.8 999.0  -6.8 99.0 99.00
2015 04 04 05 00 321  6.4  6.9 99.00 99.00 99.00 999 1020.4   0.8 999.0 -11.3 99.0 99.00
2015 04 04 06 00   2  3.6  4.5 99.00 99.00 99.00 999 1020.5   0.1 999.0  -9.7 99.0 99.00
2015 04 04 07 00 321  3.3  4.4 99.00 99.00 99.00 999 1020.6   0.0 999.0 -11.1 99.0 99.00
2015 04 04 08 00 306  2.3  3.2 99.00 99.00 99.00 999 1020.5  -1.2 999.0  -8.5 99.0 99.00
2015 04 04 09 00   6  2.0  2.3 99.00 99.00 99.00 999 1020.6  -1.7 999.0  -8.6 99.0 99.00
2015 04 04 10 00  68  2.3  3.2 99.00 99.00 99.00 999 1020.5  -2.1 999.0  -7.8 99.0 99.00
2015 04 04 11 00  33  1.7  2.3 99.00 99.00 99.00 999 1020.6  -2.3 999.0  -7.3 99.0 99.00
2015 04 04 12 00 358  4.0  4.7 99.00 99.00 99.00 999 1020.8  -2.4 999.0  -8.1 99.0 99.00
2015 04 04 13 00 330  3.2  3.9 99.00 99.00 99.00 999 1021.3  -2.6 999.0  -7.9 99.0 99.00
2015 04 04 14 00 333  2.6  2.8 99.00 99.00 99.00 999 1021.5  -2.3 999.0  -8.7 99.0 99.00
2015 04 04 15 00 326  3.5  4.2 99.00 99.00 99.00 999 1022.1  -2.0 999.0  -9.1 99.0 99.00
2015 04 04 16 00 275  2.9  3.7 99.00 99.00 99.00 999 1022.4  -1.2 999.0  -8.6 99.0 99.00
2015 04 04 17 00 230  4.1  6.0 99.00 99.00 99.00 999 1022.1  -0.4 999.0  -7.5 99.0 99.00
2015 04 04 18 00 214  4.1  5.4 99.00 99.00 99.00 999 1021.4   0.1 999.0  -7.5 99.0 99.00
2015 04 04 19 00 228  3.8  6.2 99.00 99.00 99.00 999 1021.1   1.3 999.0  -8.1 99.0 99.00
2015 04 04 20 00 227  6.0  7.8 99.00 99.00 99.00 999 1020.6   1.6 999.0  -7.7 99.0 99.00
2015 04 04 21 00 240  5.0  6.6 99.00 99.00 99.00 999 1020.1   2.0 999.0  -6.5 99.0 99.00
2015 04 04 22 00 236  5.2  5.9 99.00 99.00 99.00 999 1019.6   2.4 999.0  -5.7 99.0 99.00
2015 04 04 23 00 242  5.6  6.5 99.00 99.00 99.00 999 1019.2   2.9 999.0  -6.8 99.0 99.00
2015 04 05 00 00 256  4.4  4.9 99.00 99.00 99.00 999 1019.1   2.7 999.0  -5.5 99.0 99.00
2015 04 05 01 00 281  3.5  3.6 99.00 99.00 99.00 999 1019.1   2.8 999.0  -7.0 99.0 99.00
2015 04 05 02 00 347  3.9  4.0 99.00 99.00 99.00 999 1019.4   3.0 999.0  -9.1 99.0 99.00
2015 04 05 03 00   3  6.5  7.1 99.00 99.00 99.00 999 1019.5   1.9 999.0  -5.2 99.0 99.00
2015 04 05 04 00  17  7.5  8.2 99.00 99.00 99.00 999 1019.8   1.0 999.0  -7.9 99.0 99.00
2015 04 05 05 00   8  7.3  7.8 99.00 99.00 99.00 999 1020.3   0.5 999.0 -10.1 99.0 99.00
2015 04 05 06 00  24  7.1  7.7 99.00 99.00 99.00 999 1020.5   0.3 999.0  -9.8 99.0 99.00
2015 04 05 07 00  46  5.5  5.9 99.00 99.00 99.00 999 1020.7  -0.1 999.0  -9.5 99.0 99.00
